Player,Game Week,Team,League,Nationality,Age,Minutes,Shots on Target Against,Goals Against,Saves,Post-Shot Expected Goals (PSxG),Save Efficiency,Clean Sheets,Completed Long Passes,Attempted Long Passes,Attempted Passes (excluding GK),Attempted Throws,Pass Length (Total),Attempted Goal Kicks,Goal Kick Length (Total),Crosses Faced,Crosses Stopped,Defensive Actions Outside Penalty Area,Distance of Defensive Actions (Total)
Gautier Larsonneur,J14,Saint-Étienne,Ligue 1,fr FRA,27-289,90,10.0,2.0,7.0,3.1,1.1,False,1.0,10.0,30.0,5.0,174.5,4.0,105.2,11.0,0.0,0.0,0.0
Gerónimo Rulli,J14,Marseille,Ligue 1,ar ARG,32-202,90,2.0,0.0,2.0,0.4,0.4,True,1.0,1.0,24.0,3.0,55.8,1.0,11.0,4.0,1.0,2.0,30.0
Guillaume Restes,J15,Toulouse,Ligue 1,fr FRA,19-277,90,2.0,1.0,1.0,0.4,-0.6,False,1.0,4.0,11.0,1.0,34.6,1.0,28.0,9.0,0.0,0.0,0.0
Gautier Larsonneur,J15,Saint-Étienne,Ligue 1,fr FRA,27-294,90,4.0,2.0,2.0,0.4,-1.6,False,2.0,13.0,63.0,7.0,196.7,5.0,109.0,12.0,0.0,0.0,0.0
Gerónimo Rulli,J15,Marseille,Ligue 1,ar ARG,32-208,90,5.0,1.0,4.0,1.6,0.6,False,1.0,6.0,54.0,9.0,213.3,2.0,18.0,19.0,2.0,3.0,42.3
Lucas Chevalier,J15,Lille,Ligue 1,fr FRA,23-038,90,3.0,1.0,2.0,1.3,0.3,False,5.0,9.0,22.0,3.0,99.6,1.0,39.0,9.0,0.0,0.0,0.0
Donovan Léon,J15,Auxerre,Ligue 1,gf GUF,32-041,90,5.0,2.0,3.0,1.9,-0.1,False,9.0,18.0,23.0,5.0,191.0,7.0,471.1,16.0,0.0,0.0,0.0
Brice Samba,J15,Lens,Ligue 1,fr FRA,30-233,90,3.0,2.0,1.0,1.1,-0.9,False,4.0,6.0,18.0,3.0,74.4,4.0,155.2,17.0,0.0,2.0,23.0
Mike Maignan,J6,Milan,Serie A,fr FRA,29-086,90,7.0,0.0,7.0,0.5,0.5,True,5.0,7.0,25.0,9.0,237.6,8.0,352.0,14.0,1.0,0.0,0.0
Wladimiro Falcone,J6,Lecce,Serie A,it ITA,29-168,90,6.0,3.0,3.0,1.8,-1.2,False,2.0,8.0,23.0,7.0,211.4,6.0,205.2,12.0,0.0,2.0,41.6
Yehvann Diouf,J15,Reims,Ligue 1,sn SEN,25-028,90,3.0,0.0,3.0,1.0,1.0,True,7.0,26.0,41.0,4.0,156.8,5.0,269.0,14.0,1.0,1.0,14.0
Philipp Köhn,J15,Monaco,Ligue 1,ch SUI,26-256,90,0.0,0.0,0.0,0.0,0.0,True,2.0,4.0,29.0,4.0,104.4,8.0,184.8,12.0,0.0,1.0,22.3
Benjamin Lecomte,J15,Montpellier,Ligue 1,fr FRA,33-233,90,6.0,2.0,4.0,2.1,0.1,False,8.0,17.0,36.0,5.0,180.0,5.0,203.0,17.0,0.0,0.0,0.0
Marcin Bułka,J15,Nice,Ligue 1,pl POL,25-072,90,8.0,2.0,6.0,1.8,-0.2,False,5.0,11.0,23.0,5.0,162.5,5.0,220.0,25.0,2.0,0.0,0.0
Arthur Desmas,J15,Le Havre,Ligue 1,fr FRA,30-252,90,5.0,3.0,2.0,2.2,-0.8,False,1.0,1.0,26.0,4.0,96.8,5.0,103.0,8.0,0.0,0.0,0.0
Đorđe Petrović,J15,Strasbourg,Ligue 1,rs SRB,25-068,90,1.0,0.0,1.0,0.0,0.0,True,3.0,11.0,37.0,2.0,54.8,5.0,279.0,35.0,0.0,4.0,85.6
Grégoire Coudert,J15,Brest,Ligue 1,fr FRA,25-256,90,7.0,1.0,6.0,0.9,-0.1,False,3.0,12.0,34.0,3.0,93.3,4.0,211.2,22.0,1.0,1.0,11.7
Patrik Carlgren,J15,Nantes,Ligue 1,se SWE,32-342,90,8.0,4.0,4.0,2.2,-1.8,False,5.0,11.0,28.0,8.0,232.8,9.0,397.8,11.0,1.0,0.0,0.0
Steve Mandanda,J15,Rennes,Ligue 1,fr FRA,39-262,90,0.0,0.0,0.0,0.0,0.0,True,6.0,11.0,26.0,6.0,187.2,3.0,137.1,14.0,2.0,5.0,92.0
Yahia Fofana,J15,Angers,Ligue 1,ci CIV,24-116,90,4.0,2.0,2.0,1.1,-0.9,False,4.0,10.0,29.0,4.0,112.8,6.0,201.0,7.0,0.0,0.0,0.0
Gianluigi Donnarumma,J15,Paris S-G,Ligue 1,it ITA,25-294,90,3.0,1.0,2.0,0.9,-0.1,False,3.0,9.0,32.0,5.0,141.5,2.0,96.0,8.0,1.0,0.0,0.0
Lucas Perri,J15,Lyon,Ligue 1,br BRA,27-005,90,6.0,3.0,3.0,2.7,-0.3,False,6.0,22.0,31.0,2.0,90.6,6.0,229.8,8.0,0.0,2.0,33.6
Philipp Köhn,J16,Monaco,Ligue 1,ch SUI,26-260,90,11.0,4.0,7.0,3.2,-0.8,False,2.0,9.0,36.0,4.0,121.6,1.0,17.0,15.0,0.0,5.0,113.5
Gianluigi Donnarumma,J16,Paris S-G,Ligue 1,it ITA,25-297,21,2.0,0.0,2.0,0.4,0.0,False,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matvei Safonov,J16,Paris S-G,Ligue 1,ru RUS,25-297,69,3.0,2.0,1.0,1.9,-0.1,False,6.0,13.0,27.0,2.0,72.4,5.0,235.0,5.0,0.0,4.0,84.0
Marcin Bułka,J16,Nice,Ligue 1,pl POL,25-091,90,5.0,2.0,3.0,2.4,0.4,False,3.0,13.0,39.0,3.0,92.7,4.0,177.2,12.0,1.0,1.0,11.7
Steve Mandanda,J16,Rennes,Ligue 1,fr FRA,39-281,90,6.0,3.0,3.0,1.8,-1.2,False,2.0,18.0,29.0,3.0,110.4,5.0,202.0,7.0,0.0,2.0,34.0
Gautier Larsonneur,J16,Saint-Étienne,Ligue 1,fr FRA,27-316,90,1.0,1.0,0.0,0.2,-0.8,False,6.0,22.0,29.0,2.0,79.8,5.0,237.0,23.0,1.0,0.0,0.0
Yehvann Diouf,J16,Reims,Ligue 1,sn SEN,25-049,90,4.0,3.0,1.0,2.6,-0.4,False,3.0,12.0,26.0,5.0,167.5,4.0,145.2,7.0,0.0,0.0,0.0
Lucas Chevalier,J16,Lille,Ligue 1,fr FRA,23-059,90,2.0,1.0,1.0,1.1,0.1,False,2.0,4.0,18.0,1.0,20.1,3.0,150.0,4.0,0.0,1.0,16.0
Anthony Lopes,J16,Nantes,Ligue 1,pt POR,34-095,90,3.0,1.0,2.0,1.3,0.3,False,3.0,25.0,34.0,1.0,37.2,10.0,547.0,19.0,2.0,0.0,0.0
Maduka Okoye,J6,Udinese,Serie A,ng NGA,25-031,90,7.0,3.0,4.0,2.2,-0.8,False,4.0,11.0,25.0,4.0,119.6,6.0,268.8,16.0,0.0,0.0,0.0
Yann Sommer,J6,Inter,Serie A,ch SUI,35-286,90,3.0,2.0,1.0,1.2,-0.8,False,1.0,5.0,42.0,3.0,77.1,5.0,167.0,20.0,0.0,1.0,15.0
Lucas Perri,J16,Lyon,Ligue 1,br BRA,27-025,90,6.0,0.0,6.0,0.6,0.6,True,1.0,5.0,24.0,9.0,236.7,7.0,102.2,18.0,1.0,0.0,0.0
Benjamin Lecomte,J16,Montpellier,Ligue 1,fr FRA,33-253,90,1.0,1.0,1.0,0.5,-0.5,False,10.0,28.0,40.0,5.0,209.5,7.0,389.9,15.0,0.0,2.0,40.6
Hervé Koffi,J16,Lens,Ligue 1,bf BFA,28-081,90,4.0,1.0,3.0,2.6,1.6,False,1.0,5.0,19.0,3.0,84.9,4.0,144.0,4.0,0.0,0.0,0.0
Guillaume Restes,J16,Toulouse,Ligue 1,fr FRA,19-300,90,1.0,0.0,1.0,0.2,0.2,True,1.0,5.0,31.0,1.0,23.1,4.0,54.0,31.0,0.0,2.0,36.6
Đorđe Petrović,J16,Strasbourg,Ligue 1,rs SRB,25-089,90,7.0,1.0,6.0,1.7,0.7,False,0.0,5.0,31.0,5.0,127.5,5.0,101.0,14.0,2.0,3.0,59.7
Théo De Percin,J16,Auxerre,Ligue 1,mq MTQ,23-338,90,4.0,3.0,1.0,2.6,-0.4,False,3.0,9.0,21.0,4.0,125.2,6.0,300.0,14.0,1.0,3.0,45.0
Yahia Fofana,J16,Angers,Ligue 1,ci CIV,24-137,90,4.0,0.0,4.0,1.8,1.8,True,8.0,24.0,31.0,7.0,287.7,12.0,616.8,26.0,1.0,0.0,0.0
Marco Bizot,J16,Brest,Ligue 1,nl NED,33-301,90,2.0,2.0,0.0,1.9,-0.1,False,1.0,3.0,17.0,4.0,94.8,6.0,163.2,11.0,1.0,0.0,0.0
Gerónimo Rulli,J16,Marseille,Ligue 1,ar ARG,32-230,90,1.0,1.0,0.0,0.9,-0.1,False,0.0,0.0,16.0,2.0,36.8,2.0,54.0,2.0,0.0,5.0,131.0
Arthur Desmas,J16,Le Havre,Ligue 1,fr FRA,30-273,90,8.0,5.0,3.0,4.5,-0.5,False,1.0,4.0,29.0,6.0,147.6,8.0,122.4,14.0,0.0,0.0,0.0
Anthony Lopes,J17,Nantes,Ligue 1,pt POR,34-101,90,6.0,2.0,4.0,2.1,0.1,False,7.0,22.0,25.0,6.0,268.2,6.0,340.8,24.0,1.0,0.0,0.0
Philipp Köhn,J17,Monaco,Ligue 1,ch SUI,26-283,90,4.0,2.0,2.0,0.8,-1.2,False,0.0,3.0,23.0,4.0,95.6,1.0,64.0,11.0,0.0,0.0,0.0
Théo De Percin,J17,Auxerre,Ligue 1,mq MTQ,23-343,90,5.0,0.0,4.0,0.9,0.9,True,5.0,22.0,25.0,1.0,47.9,6.0,364.2,24.0,2.0,0.0,0.0
Lucas Chevalier,J17,Lille,Ligue 1,fr FRA,23-065,90,3.0,0.0,3.0,0.9,0.9,True,0.0,0.0,13.0,4.0,76.8,4.0,91.2,13.0,0.0,2.0,37.4
Marco Bizot,J17,Brest,Ligue 1,nl NED,33-307,90,3.0,1.0,2.0,1.3,0.3,False,7.0,16.0,23.0,4.0,149.6,7.0,441.0,13.0,3.0,0.0,0.0
Lucas Perri,J17,Lyon,Ligue 1,br BRA,27-032,90,6.0,2.0,4.0,1.1,-0.9,False,5.0,10.0,33.0,5.0,156.5,2.0,69.0,10.0,2.0,1.0,15.0
Yehvann Diouf,J17,Reims,Ligue 1,sn SEN,25-056,90,9.0,4.0,5.0,3.3,-0.7,False,0.0,4.0,43.0,6.0,148.8,1.0,20.0,10.0,1.0,2.0,45.6
Marcin Bułka,J17,Nice,Ligue 1,pl POL,25-099,90,3.0,2.0,1.0,0.7,-1.3,False,4.0,12.0,34.0,6.0,164.4,6.0,199.2,17.0,0.0,4.0,65.6
Brice Samba,J17,Rennes,Ligue 1,fr FRA,30-261,90,7.0,2.0,5.0,2.4,0.4,False,3.0,11.0,36.0,2.0,62.6,5.0,219.0,10.0,0.0,0.0,0.0
Gerónimo Rulli,J17,Marseille,Ligue 1,ar ARG,32-236,90,4.0,1.0,2.0,1.6,0.6,False,2.0,3.0,28.0,2.0,37.8,2.0,72.0,5.0,0.0,0.0,0.0
Pierluigi Gollini,J6,Genoa,Serie A,it ITA,29-194,90,3.0,3.0,0.0,1.7,-1.3,False,4.0,9.0,34.0,2.0,60.4,8.0,203.2,14.0,0.0,0.0,0.0
Mattia Perin,J6,Juventus,Serie A,it ITA,31-323,90,2.0,0.0,2.0,0.5,0.5,True,1.0,2.0,21.0,4.0,91.2,0.0,0.0,9.0,0.0,2.0,46.0
Arthur Desmas,J17,Le Havre,Ligue 1,fr FRA,30-280,90,6.0,2.0,4.0,1.8,-0.2,False,5.0,22.0,25.0,2.0,83.0,9.0,313.2,32.0,1.0,2.0,39.0
Hervé Koffi,J17,Lens,Ligue 1,bf BFA,28-088,90,4.0,1.0,3.0,2.2,1.2,False,3.0,5.0,15.0,3.0,86.1,2.0,111.0,16.0,1.0,2.0,21.6
Benjamin Lecomte,J17,Montpellier,Ligue 1,fr FRA,33-261,90,8.0,3.0,5.0,4.3,1.3,False,4.0,8.0,22.0,2.0,56.0,8.0,255.2,11.0,0.0,1.0,25.0
Yahia Fofana,J17,Angers,Ligue 1,ci CIV,24-144,90,3.0,1.0,2.0,1.1,0.1,False,6.0,13.0,18.0,7.0,247.8,8.0,375.2,25.0,2.0,0.0,0.0
Guillaume Restes,J17,Toulouse,Ligue 1,fr FRA,19-307,90,2.0,2.0,0.0,2.0,0.0,False,1.0,5.0,28.0,3.0,70.8,5.0,90.0,6.0,0.0,4.0,84.0
Đorđe Petrović,J17,Strasbourg,Ligue 1,rs SRB,25-096,90,5.0,1.0,5.0,0.8,-0.2,False,1.0,15.0,43.0,2.0,64.8,3.0,171.0,14.0,0.0,2.0,45.0
Gianluigi Donnarumma,J17,Paris S-G,Ligue 1,it ITA,25-322,90,3.0,1.0,2.0,0.7,-0.3,False,1.0,2.0,24.0,4.0,102.0,2.0,29.0,2.0,0.0,0.0,0.0
Gautier Larsonneur,J17,Saint-Étienne,Ligue 1,fr FRA,27-324,90,9.0,2.0,7.0,3.4,1.4,False,5.0,20.0,35.0,5.0,186.5,6.0,280.2,12.0,1.0,0.0,0.0
Benjamin Lecomte,J18,Montpellier,Ligue 1,fr FRA,33-266,90,11.0,1.0,10.0,2.9,1.9,False,9.0,24.0,29.0,4.0,166.4,8.0,450.4,30.0,2.0,0.0,0.0
Radosław Majecki,J18,Monaco,Ligue 1,pl POL,25-062,90,4.0,2.0,2.0,1.6,-0.4,False,3.0,7.0,16.0,3.0,104.1,5.0,111.0,10.0,0.0,1.0,16.0
Lucas Chevalier,J18,Lille,Ligue 1,fr FRA,23-072,90,3.0,1.0,2.0,2.3,1.3,False,3.0,7.0,23.0,3.0,102.0,4.0,159.2,13.0,0.0,0.0,0.0
Marcin Bułka,J18,Nice,Ligue 1,pl POL,25-105,90,4.0,2.0,2.0,1.9,-0.1,False,6.0,12.0,42.0,5.0,140.0,2.0,58.0,12.0,2.0,0.0,0.0
Hervé Koffi,J18,Lens,Ligue 1,bf BFA,28-094,90,7.0,2.0,5.0,2.1,0.1,False,7.0,13.0,26.0,6.0,244.8,1.0,58.0,7.0,1.0,0.0,0.0
Gianluigi Donnarumma,J18,Paris S-G,Ligue 1,it ITA,25-328,90,5.0,1.0,4.0,0.8,-0.2,False,1.0,4.0,19.0,7.0,193.2,1.0,15.0,16.0,1.0,0.0,0.0
Brice Samba,J18,Rennes,Ligue 1,fr FRA,30-268,90,3.0,2.0,1.0,1.1,-0.9,False,1.0,5.0,33.0,6.0,167.4,4.0,123.2,7.0,0.0,2.0,47.6
Marco Bizot,J18,Brest,Ligue 1,nl NED,33-314,90,9.0,1.0,8.0,1.8,0.8,False,10.0,31.0,27.0,2.0,99.4,8.0,496.8,21.0,2.0,0.0,0.0
Lucas Perri,J18,Lyon,Ligue 1,br BRA,27-039,90,4.0,0.0,4.0,0.2,0.2,True,2.0,5.0,20.0,7.0,186.9,4.0,91.2,12.0,1.0,1.0,22.5
Guillaume Restes,J18,Toulouse,Ligue 1,fr FRA,19-313,90,3.0,0.0,3.0,0.2,0.2,True,2.0,11.0,22.0,7.0,215.6,6.0,201.0,21.0,1.0,0.0,0.0
Gautier Larsonneur,J18,Saint-Étienne,Ligue 1,fr FRA,27-331,90,4.0,1.0,3.0,0.8,-0.2,False,1.0,2.0,22.0,9.0,218.7,6.0,138.0,14.0,0.0,4.0,98.4
Anthony Lopes,J18,Nantes,Ligue 1,pt POR,34-110,90,2.0,1.0,1.0,0.3,-0.7,False,7.0,23.0,21.0,1.0,48.1,9.0,504.9,15.0,1.0,2.0,31.0
Łukasz Skorupski,J6,Bologna,Serie A,pl POL,33-146,90,4.0,1.0,3.0,1.2,0.2,False,9.0,23.0,35.0,1.0,41.6,8.0,444.0,21.0,2.0,0.0,0.0
Marco Carnesecchi,J6,Atalanta,Serie A,it ITA,24-089,90,1.0,1.0,0.0,0.2,-0.8,False,2.0,7.0,18.0,1.0,29.4,5.0,252.0,5.0,0.0,6.0,168.0
Yahia Fofana,J18,Angers,Ligue 1,ci CIV,24-151,90,4.0,0.0,4.0,0.9,0.9,True,5.0,10.0,22.0,3.0,98.7,9.0,228.6,7.0,2.0,0.0,0.0
Donovan Léon,J18,Auxerre,Ligue 1,gf GUF,32-077,90,4.0,2.0,3.0,1.1,-0.9,False,4.0,13.0,36.0,7.0,201.6,6.0,246.0,19.0,1.0,3.0,54.3
Yehvann Diouf,J18,Reims,Ligue 1,sn SEN,25-064,90,2.0,1.0,1.0,0.8,-0.2,False,4.0,6.0,27.0,3.0,89.4,2.0,62.0,19.0,3.0,1.0,13.7
Mathieu Gorgelin,J18,Le Havre,Ligue 1,fr FRA,34-167,90,3.0,1.0,2.0,0.9,-0.1,False,5.0,11.0,28.0,5.0,154.5,6.0,223.8,25.0,3.0,0.0,0.0
Gerónimo Rulli,J18,Marseille,Ligue 1,ar ARG,32-244,90,3.0,1.0,2.0,1.0,0.0,False,2.0,4.0,34.0,4.0,90.8,1.0,12.0,5.0,1.0,1.0,11.5
Đorđe Petrović,J18,Strasbourg,Ligue 1,rs SRB,25-103,90,3.0,1.0,2.0,1.3,0.3,False,2.0,14.0,44.0,7.0,232.4,6.0,121.2,28.0,4.0,6.0,113.4
Donovan Léon,J19,Auxerre,Ligue 1,gf GUF,32-082,90,3.0,1.0,2.0,1.0,0.0,False,5.0,17.0,26.0,4.0,166.4,4.0,257.2,7.0,2.0,4.0,81.6
Gautier Larsonneur,J19,Saint-Étienne,Ligue 1,fr FRA,27-336,90,5.0,1.0,4.0,1.4,0.4,False,1.0,5.0,21.0,3.0,86.7,8.0,200.0,8.0,0.0,0.0,0.0
Radosław Majecki,J19,Monaco,Ligue 1,pl POL,25-070,90,5.0,2.0,3.0,1.5,-0.5,False,2.0,8.0,19.0,4.0,134.0,9.0,349.2,11.0,0.0,0.0,0.0
Brice Samba,J19,Rennes,Ligue 1,fr FRA,30-275,90,9.0,3.0,6.0,3.6,0.6,False,5.0,15.0,24.0,4.0,137.2,12.0,495.6,11.0,0.0,2.0,27.8
Đorđe Petrović,J19,Strasbourg,Ligue 1,rs SRB,25-109,90,6.0,1.0,5.0,2.3,1.3,False,4.0,7.0,55.0,2.0,49.8,0.0,0.0,18.0,3.0,4.0,70.0
Lucas Chevalier,J19,Lille,Ligue 1,fr FRA,23-080,90,7.0,2.0,5.0,2.2,0.2,False,7.0,8.0,44.0,6.0,165.0,2.0,36.0,13.0,1.0,1.0,12.9
Gianluigi Donnarumma,J19,Paris S-G,Ligue 1,it ITA,25-335,90,3.0,1.0,2.0,1.2,0.2,False,2.0,4.0,29.0,5.0,116.0,5.0,103.0,8.0,0.0,0.0,0.0
Yehvann Diouf,J19,Reims,Ligue 1,sn SEN,25-070,90,7.0,1.0,6.0,1.3,0.3,False,12.0,31.0,31.0,6.0,277.2,10.0,571.0,20.0,1.0,2.0,26.4
Mathieu Gorgelin,J19,Le Havre,Ligue 1,fr FRA,34-174,90,7.0,1.0,6.0,2.0,1.0,False,3.0,7.0,27.0,8.0,220.0,2.0,63.0,18.0,0.0,0.0,0.0
Marco Bizot,J19,Brest,Ligue 1,nl NED,33-322,90,1.0,0.0,1.0,0.6,0.6,True,5.0,19.0,23.0,2.0,84.2,8.0,474.4,19.0,1.0,0.0,0.0
Mathew Ryan,J19,Lens,Ligue 1,au AUS,32-293,90,0.0,0.0,0.0,0.0,0.0,True,3.0,9.0,24.0,5.0,160.5,1.0,47.0,10.0,1.0,0.0,0.0
Yahia Fofana,J19,Angers,Ligue 1,ci CIV,24-158,90,4.0,1.0,3.0,0.8,-0.2,False,2.0,14.0,19.0,2.0,71.4,10.0,479.0,20.0,2.0,0.0,0.0
Guillaume Restes,J19,Toulouse,Ligue 1,fr FRA,19-321,90,4.0,2.0,2.0,2.2,0.2,False,0.0,2.0,16.0,2.0,51.6,2.0,15.0,5.0,0.0,2.0,41.4
Benjamin Lecomte,J19,Montpellier,Ligue 1,fr FRA,33-275,90,5.0,1.0,4.0,0.8,-0.2,False,9.0,29.0,28.0,3.0,145.2,8.0,488.0,18.0,1.0,1.0,12.2
Alberto Paleari,J6,Torino,Serie A,it ITA,32-031,90,7.0,3.0,4.0,2.2,-0.8,False,8.0,12.0,26.0,5.0,155.0,6.0,252.0,12.0,0.0,5.0,136.5
Ivan Provedel,J6,Lazio,Serie A,it ITA,30-196,90,7.0,2.0,5.0,1.7,-0.3,False,2.0,18.0,27.0,4.0,174.8,3.0,153.9,18.0,1.0,0.0,0.0
Anthony Lopes,J19,Nantes,Ligue 1,pt POR,34-117,90,4.0,1.0,3.0,1.0,0.0,False,5.0,9.0,25.0,2.0,65.6,1.0,59.0,13.0,0.0,1.0,15.5
Lucas Perri,J19,Lyon,Ligue 1,br BRA,27-047,90,5.0,1.0,4.0,1.4,0.4,False,1.0,7.0,30.0,7.0,187.6,4.0,133.2,21.0,2.0,0.0,0.0
Marcin Bułka,J19,Nice,Ligue 1,pl POL,25-114,90,6.0,0.0,6.0,0.5,0.5,True,9.0,16.0,33.0,8.0,295.2,6.0,130.2,23.0,2.0,1.0,15.2
Gerónimo Rulli,J19,Marseille,Ligue 1,ar ARG,32-251,90,5.0,2.0,3.0,1.3,-0.7,False,2.0,4.0,31.0,5.0,115.0,5.0,132.0,12.0,0.0,3.0,69.6
Benjamin Lecomte,J20,Montpellier,Ligue 1,fr FRA,33-280,90,5.0,2.0,3.0,2.0,0.0,False,6.0,10.0,19.0,6.0,188.4,9.0,348.3,18.0,0.0,2.0,46.8
Mathew Ryan,J20,Lens,Ligue 1,au AUS,32-298,90,2.0,0.0,2.0,0.4,0.4,True,4.0,17.0,26.0,5.0,184.5,8.0,432.0,17.0,3.0,0.0,0.0
Marco Bizot,J20,Brest,Ligue 1,nl NED,33-328,90,7.0,5.0,2.0,4.0,-1.0,False,10.0,17.0,23.0,2.0,81.0,6.0,219.0,12.0,0.0,0.0,0.0
Gianluigi Donnarumma,J20,Paris S-G,Ligue 1,it ITA,25-342,90,7.0,2.0,5.0,1.1,-0.9,False,1.0,5.0,40.0,5.0,131.5,2.0,44.0,10.0,0.0,1.0,12.7
Radosław Majecki,J20,Monaco,Ligue 1,pl POL,25-077,90,7.0,2.0,5.0,2.6,0.6,False,4.0,6.0,18.0,6.0,152.4,5.0,290.0,10.0,0.0,2.0,34.4
Donovan Léon,J20,Auxerre,Ligue 1,gf GUF,32-090,90,6.0,4.0,2.0,4.1,0.1,False,4.0,15.0,21.0,6.0,255.6,6.0,258.0,9.0,1.0,8.0,154.4
Lucas Chevalier,J20,Lille,Ligue 1,fr FRA,23-087,90,2.0,1.0,1.0,1.3,0.3,False,0.0,2.0,27.0,4.0,97.6,3.0,71.1,2.0,1.0,2.0,40.6
Gautier Larsonneur,J20,Saint-Étienne,Ligue 1,fr FRA,27-344,90,13.0,4.0,9.0,4.3,0.3,False,2.0,17.0,20.0,3.0,131.7,4.0,221.2,16.0,0.0,0.0,0.0
Guillaume Restes,J20,Toulouse,Ligue 1,fr FRA,19-328,90,3.0,1.0,2.0,1.4,0.4,False,3.0,12.0,29.0,3.0,89.4,5.0,228.0,9.0,0.0,1.0,17.0
Marcin Bułka,J20,Nice,Ligue 1,pl POL,25-121,90,4.0,1.0,3.0,1.9,0.9,False,3.0,9.0,34.0,5.0,149.0,6.0,270.0,20.0,0.0,0.0,0.0
Yehvann Diouf,J20,Reims,Ligue 1,sn SEN,25-078,90,6.0,2.0,4.0,2.4,0.4,False,4.0,10.0,31.0,5.0,130.0,5.0,258.0,10.0,0.0,0.0,0.0
Anthony Lopes,J20,Nantes,Ligue 1,pt POR,34-124,90,2.0,1.0,2.0,0.6,-0.4,False,5.0,12.0,24.0,3.0,107.1,3.0,135.0,28.0,1.0,0.0,0.0
Brice Samba,J20,Rennes,Ligue 1,fr FRA,30-283,90,3.0,0.0,3.0,0.7,0.7,True,5.0,21.0,51.0,4.0,126.0,3.0,176.1,14.0,1.0,2.0,33.2
Đorđe Petrović,J20,Strasbourg,Ligue 1,rs SRB,25-117,90,3.0,1.0,2.0,1.2,0.2,False,1.0,5.0,75.0,4.0,94.8,1.0,16.0,17.0,1.0,0.0,0.0
Yahia Fofana,J20,Angers,Ligue 1,ci CIV,24-165,90,5.0,1.0,4.0,1.9,0.9,False,1.0,4.0,16.0,3.0,78.3,5.0,133.0,16.0,1.0,1.0,12.5
Mathieu Gorgelin,J20,Le Havre,Ligue 1,fr FRA,34-181,90,3.0,1.0,2.0,1.2,0.2,False,3.0,9.0,21.0,5.0,171.5,8.0,183.2,20.0,2.0,2.0,38.6
Emil Audero,J6,Como,Serie A,id IDN,27-255,90,3.0,2.0,1.0,1.3,-0.7,False,3.0,8.0,36.0,3.0,85.8,0.0,0.0,4.0,1.0,1.0,14.3
Lorenzo Montipò,J6,Hellas Verona,Serie A,it ITA,28-222,90,11.0,3.0,8.0,1.7,-1.3,False,2.0,18.0,19.0,2.0,91.6,8.0,439.2,14.0,0.0,0.0,0.0
Gerónimo Rulli,J20,Marseille,Ligue 1,ar ARG,32-258,90,4.0,2.0,2.0,2.1,0.1,False,3.0,4.0,28.0,2.0,46.8,2.0,16.0,8.0,4.0,2.0,27.6
Lucas Perri,J20,Lyon,Ligue 1,br BRA,27-054,90,11.0,3.0,8.0,4.2,1.2,False,5.0,17.0,40.0,7.0,238.0,2.0,131.0,13.0,0.0,2.0,48.0
Anthony Lopes,J21,Nantes,Ligue 1,pt POR,34-129,90,6.0,2.0,4.0,1.9,-0.1,False,4.0,7.0,23.0,3.0,88.8,7.0,217.7,18.0,1.0,0.0,0.0
Marco Bizot,J21,Brest,Ligue 1,nl NED,33-334,90,2.0,0.0,2.0,0.4,0.4,True,5.0,14.0,19.0,4.0,159.6,8.0,366.4,33.0,2.0,2.0,25.6
Gianluigi Donnarumma,J21,Paris S-G,Ligue 1,it ITA,25-348,90,3.0,1.0,2.0,0.5,-0.5,False,3.0,6.0,33.0,4.0,109.6,5.0,101.0,9.0,2.0,0.0,0.0
Radosław Majecki,J21,Monaco,Ligue 1,pl POL,25-083,90,7.0,4.0,3.0,2.4,-1.6,False,2.0,16.0,22.0,3.0,123.3,9.0,425.7,8.0,0.0,0.0,0.0
Marcin Bułka,J21,Nice,Ligue 1,pl POL,25-127,90,3.0,0.0,3.0,1.1,1.1,True,4.0,8.0,28.0,3.0,86.1,3.0,144.9,10.0,1.0,3.0,56.7
Hervé Koffi,J21,Lens,Ligue 1,bf BFA,28-115,90,7.0,2.0,5.0,2.0,0.0,False,1.0,12.0,29.0,6.0,216.6,6.0,175.2,12.0,2.0,0.0,0.0
Lucas Chevalier,J21,Lille,Ligue 1,fr FRA,23-094,90,6.0,2.0,4.0,2.1,0.1,False,2.0,3.0,15.0,5.0,132.5,5.0,98.0,12.0,0.0,1.0,19.3
Mathieu Gorgelin,J21,Le Havre,Ligue 1,fr FRA,34-187,90,5.0,1.0,4.0,1.4,0.4,False,3.0,14.0,30.0,5.0,171.5,10.0,382.0,31.0,1.0,0.0,0.0
Gautier Larsonneur,J21,Saint-Étienne,Ligue 1,fr FRA,27-351,90,8.0,2.0,6.0,2.8,0.8,False,2.0,9.0,20.0,6.0,157.8,7.0,319.9,13.0,0.0,0.0,0.0
Brice Samba,J21,Rennes,Ligue 1,fr FRA,30-289,90,3.0,0.0,3.0,0.4,0.4,True,4.0,19.0,34.0,5.0,182.5,6.0,280.8,11.0,1.0,0.0,0.0
Lucas Perri,J21,Lyon,Ligue 1,br BRA,27-061,90,2.0,0.0,2.0,0.1,0.1,True,4.0,8.0,25.0,6.0,171.6,1.0,45.0,15.0,1.0,0.0,0.0
